"BY","stock","surv","stockName","jurisdiction","smoltType","adultRunTiming","region","lat","long"
1978,"STL",NA,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1979,"STL",NA,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1980,"STL",0.0028,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1981,"STL",0.0051,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1982,"STL",0.016,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1983,"STL",0.0132,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1984,"STL",NA,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1985,"STL",NA,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1986,"STL",0.0367,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1987,"STL",0.0255,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1988,"STL",0.0331,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1989,"STL",0.0352,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1990,"STL",0.066,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1991,"STL",0.0031,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1992,"STL",0.0095,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1993,"STL",0.0175,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1994,"STL",0.0201,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1995,"STL",0.0153,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1996,"STL",0.0162,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1997,"STL",0.016,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1998,"STL",0.0067,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1999,"STL",NA,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
2000,"STL",NA,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
2001,"STL",NA,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
2002,"STL",0.0117,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
2003,"STL",0.0065,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
2004,"STL",0.0123,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
2005,"STL",0.0237,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
2006,"STL",0.004,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
2007,"STL",0.0175,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
2008,"STL",0.0187,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
2009,"STL",0.0066,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
2010,"STL",0.0056,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
2011,"STL",0.0115,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
2012,"STL",0.0029,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
2013,"STL",0.0021,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
2014,"STL",NA,"Stillaguamish Summer Fingerling","WA","oceantype","Summer","NPGSD","48.2381","-122.3767"
1971,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1972,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1973,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1974,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1975,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1976,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1977,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1978,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1979,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1980,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1981,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1982,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1983,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1984,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1985,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1986,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1987,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1988,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1989,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1990,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1991,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1992,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1993,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1994,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1995,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1996,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1997,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1998,"NIS",0.02,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1999,"NIS",0.0236,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
2000,"NIS",0.0285,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
2001,"NIS",0.0095,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
2002,"NIS",0.0247,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
2003,"NIS",0.0429,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
2004,"NIS",0.0284,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
2005,"NIS",0.024,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
2006,"NIS",0.0132,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
2007,"NIS",0.0346,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
2008,"NIS",0.0114,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
2009,"NIS",0.0298,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
2010,"NIS",0.0193,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
2011,"NIS",0.0144,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
2012,"NIS",0.0058,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
2013,"NIS",0.0156,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
2014,"NIS",NA,"Nisqually Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0857","-122.7073"
1971,"SAM",NA,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1972,"SAM",NA,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1973,"SAM",NA,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1974,"SAM",0.1447,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1975,"SAM",0.057,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1976,"SAM",NA,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1977,"SAM",NA,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1978,"SAM",NA,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1979,"SAM",0.1194,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1980,"SAM",NA,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1981,"SAM",NA,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1982,"SAM",NA,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1983,"SAM",NA,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1984,"SAM",NA,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1985,"SAM",0.0075,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1986,"SAM",0.0583,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1987,"SAM",0.0156,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1988,"SAM",0.0078,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1989,"SAM",0.0074,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1990,"SAM",0.0254,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1991,"SAM",0.0099,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1992,"SAM",0.0087,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1993,"SAM",0.0167,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1994,"SAM",0.0238,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1995,"SAM",0.0031,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1996,"SAM",0.0031,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1997,"SAM",0.0051,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1998,"SAM",0.0391,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1999,"SAM",0.0165,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
2000,"SAM",0.006,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
2001,"SAM",0.0099,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
2002,"SAM",0.012,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
2003,"SAM",0.0279,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
2004,"SAM",0.011,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
2005,"SAM",0.0363,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
2006,"SAM",0.007,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
2007,"SAM",0.0322,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
2008,"SAM",0.0104,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
2009,"SAM",0.0276,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
2010,"SAM",0.0155,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
2011,"SAM",0.0295,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
2012,"SAM",0.0041,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
2013,"SAM",0.0073,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
2014,"SAM",NA,"Samish Fall Fingerling","WA","oceantype","Fall","NPGSD","48.5564","-122.4605"
1971,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1972,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1973,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1974,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1975,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1976,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1977,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1978,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1979,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1980,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1981,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1982,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1983,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1984,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1985,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1986,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1987,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1988,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1989,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1990,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1991,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1992,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1993,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1994,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1995,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1996,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1997,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1998,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1999,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
2000,"SKY",0.0093,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
2001,"SKY",0.0065,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
2002,"SKY",0.008,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
2003,"SKY",0.0116,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
2004,"SKY",0.0194,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
2005,"SKY",0.0043,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
2006,"SKY",0.0052,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
2007,"SKY",0.0059,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
2008,"SKY",0.0145,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
2009,"SKY",0.012,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
2010,"SKY",0.0047,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
2011,"SKY",0.0057,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
2012,"SKY",0.0129,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
2013,"SKY",0.0481,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
2014,"SKY",NA,"Skykomish Fall Fingerling","WA","oceantype","Summer","NPGSD","48.0173","-122.1898"
1971,"SPS",0.0078,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1972,"SPS",0.0064,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1973,"SPS",0.0549,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1974,"SPS",0.0264,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1975,"SPS",0.0951,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1976,"SPS",NA,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1977,"SPS",NA,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1978,"SPS",0.0155,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1979,"SPS",0.0441,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1980,"SPS",0.0237,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1981,"SPS",0.038,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1982,"SPS",0.0225,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1983,"SPS",0.0209,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1984,"SPS",0.0384,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1985,"SPS",0.011,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1986,"SPS",0.0548,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1987,"SPS",0.008,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1988,"SPS",0.0143,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1989,"SPS",0.0044,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1990,"SPS",0.0194,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1991,"SPS",0.0066,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1992,"SPS",0.0357,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1993,"SPS",0.0388,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1994,"SPS",0.0131,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1995,"SPS",0.0069,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1996,"SPS",0.0228,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1997,"SPS",0.0122,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1998,"SPS",0.0432,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1999,"SPS",0.0227,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
2000,"SPS",0.0161,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
2001,"SPS",0.0103,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
2002,"SPS",0.0223,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
2003,"SPS",0.0227,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
2004,"SPS",0.023,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
2005,"SPS",0.0277,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
2006,"SPS",0.0133,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
2007,"SPS",0.0293,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
2008,"SPS",0.0087,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
2009,"SPS",0.028,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
2010,"SPS",0.0102,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
2011,"SPS",0.0202,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
2012,"SPS",0.0073,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
2013,"SPS",0.0224,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
2014,"SPS",NA,"South Puget Sound Fall Fingerling","WA","oceantype","Fall","SPGSD","47.0261","-122.9068"
1971,"SPY",NA,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1972,"SPY",NA,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1973,"SPY",NA,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1974,"SPY",NA,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1975,"SPY",NA,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1976,"SPY",NA,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1977,"SPY",NA,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1978,"SPY",0.0108,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1979,"SPY",0.0171,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1980,"SPY",0.0169,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1981,"SPY",0.0095,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1982,"SPY",NA,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1983,"SPY",NA,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1984,"SPY",NA,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1985,"SPY",NA,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1986,"SPY",0.0576,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1987,"SPY",0.1446,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1988,"SPY",0.0031,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1989,"SPY",0.0376,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1990,"SPY",0.0097,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1991,"SPY",0.0276,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1992,"SPY",0.025,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1993,"SPY",0.0508,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1994,"SPY",0.003,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1995,"SPY",0.007,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1996,"SPY",4e-04,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1997,"SPY",0.0035,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1998,"SPY",NA,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1999,"SPY",0.0017,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
2000,"SPY",0.0012,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
