"brood_year","stock","stock_name","smolt","run","region","lat","long","j_group","j_group2","j_group3","a_group","a_group2","survival","M"
"2010","NAN","Nanaimo River Fall","oceantype","fall","ECVI",49.137895,-123.895779,"salish","sog","sog_oceantype","south","salish",NA,NA
"2011","NAN","Nanaimo River Fall","oceantype","fall","ECVI",49.137895,-123.895779,"salish","sog","sog_oceantype","south","salish",NA,NA
"2012","NAN","Nanaimo River Fall","oceantype","fall","ECVI",49.137895,-123.895779,"salish","sog","sog_oceantype","south","salish",NA,NA
"2013","NAN","Nanaimo River Fall","oceantype","fall","ECVI",49.137895,-123.895779,"salish","sog","sog_oceantype","south","salish",NA,NA
"2014","NAN","Nanaimo River Fall","oceantype","fall","ECVI",49.137895,-123.895779,"salish","sog","sog_oceantype","south","salish",NA,NA
"2015","NAN","Nanaimo River Fall","oceantype","fall","ECVI",49.137895,-123.895779,"salish","sog","sog_oceantype","south","salish",NA,NA
"2016","NAN","Nanaimo River Fall","oceantype","fall","ECVI",49.137895,-123.895779,"salish","sog","sog_oceantype","south","salish",NA,NA
"2017","NAN","Nanaimo River Fall","oceantype","fall","ECVI",49.137895,-123.895779,"salish","sog","sog_oceantype","south","salish",NA,NA
"1971","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",NA,NA
"1972","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",NA,NA
"1973","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",NA,NA
"1974","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",NA,NA
"1975","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",NA,NA
"1976","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",NA,NA
"1977","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",NA,NA
"1978","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",NA,NA
"1979","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",NA,NA
"1980","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",NA,NA
"1981","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",NA,NA
"1982","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",NA,NA
"1983","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",NA,NA
"1984","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",NA,NA
"1985","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.03148805,3.45814717020705
"1986","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.00635052,5.05921857966654
"1987","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.02665298,3.62485431473423
"1988","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.01304883,4.33905680440511
"1989","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.02764533,3.58829846220434
"1990","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.07861934,2.54313755383414
"1991","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.0550387,2.89971870482203
"1992","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.000985907,6.92194852829691
"1993","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.007656977,4.87213802064305
"1994","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.01072284,4.53537923305288
"1995","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.05818707,2.84409211387549
"1996","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.04616018,3.07563775730983
"1997","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.06253075,2.7720968432321
"1998","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.1251183,2.07849558923396
"1999","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.06308596,2.76325703815461
"2000","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.008246648,4.79794846422929
"2001","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.01356663,4.30014217790805
"2002","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.01274049,4.36297016803928
"2003","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.002185634,6.12584933233984
"2004","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.01965469,3.92943929230087
"2005","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.004145419,5.48575140985833
"2006","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.03869869,3.25194952964853
"2007","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.01135677,4.47794123710477
"2008","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.01258817,4.37499779494584
"2009","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.01877892,3.97502031484289
"2010","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.004865621,5.32556092503602
"2011","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.01838728,3.99609615777606
"2012","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.01164314,4.45303811360721
"2013","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.01480254,4.21295649131575
"2014","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.01382344,4.28138957700022
"2015","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.01881454,3.97312530381387
"2016","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",0.01893811,3.9665789850102
"2017","NIC","Nicola River Spring","streamtype","spring","MFR",50.427138,-121.316685,"salish","sog","sog_streamtype","offshore","offshore",NA,NA
"1971","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",NA,NA
"1972","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",NA,NA
"1973","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",NA,NA
"1974","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",NA,NA
"1975","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",NA,NA
"1976","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",NA,NA
"1977","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",NA,NA
"1978","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",NA,NA
"1979","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.01533106,4.17787444302245
"1980","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.007298132,4.92013685398429
"1981","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.01887185,3.97008388519152
"1982","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.007810062,4.85234237662172
"1983","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.007865677,4.84524666861755
"1984","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.006877842,4.97945033903004
"1985","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.007350447,4.9129941512801
"1986","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.03733829,3.28773593731088
"1987","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.001143324,6.77381546977102
"1988","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.003835561,5.56343957063716
"1989","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.002163998,6.13579784221275
"1990","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.01542739,4.17161077791925
"1991","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.006212041,5.08126577358869
"1992","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.03802999,3.26938021999231
"1993","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.007762052,4.85850854675356
"1994","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.009585763,4.64747630210551
"1995","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.007736198,4.86184492653614
"1996","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.02805316,3.57365399738716
"1997","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.003371984,5.69225398381227
"1998","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.02146204,3.84146948571974
"1999","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.02376722,3.73944795859358
"2000","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.02849068,3.55817826273329
"2001","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.009495748,4.65691115951636
"2002","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.02470476,3.70075934136428
"2003","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.04292886,3.148210951955
"2004","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.02834304,3.56337378159459
"2005","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.02395225,3.73169301381759
"2006","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.01320216,4.32737482641314
"2007","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.03456777,3.36483353392706
"2008","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.01141956,4.4724276043932
"2009","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.0298364,3.51202615435622
"2010","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.01927094,3.94915701725779
"2011","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.01505194,4.19624839244013
"2012","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.006041285,5.10913854131876
"2013","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.01633423,4.11449237308727
"2014","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.04253526,3.15742189995983
"2015","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.02706063,3.60967537491406
"2016","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",0.04335906,3.13823960105253
"2017","NIS","Nisqually Fall Fingerling","oceantype","fall","SPGSD",47.0857,-122.7073,"salish","puget","puget_oceantype","south","salish",NA,NA
"1971","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1972","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1973","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1974","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1975","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1976","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1977","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1978","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1979","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1980","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1981","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",0.02399187,3.73004025602293
"1982","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",0.01138441,4.47551040338283
"1983","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1984","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",0.03601547,3.32380671060796
"1985","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1986","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",0.000987142,6.92069665856505
"1987","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",0.003534465,5.64519333479301
"1988","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",0.01207323,4.41676467403889
"1989","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",0.01548189,4.16808432525005
"1990","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",0.01853625,3.988027004675
"1991","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1992","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",0.004039061,5.5117430397667
"1993","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",0.003426815,5.67612402062238
"1994","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",0.002217131,6.11154126123482
"1995","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",0.001502073,6.50090912495705
"1996","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",0.00605907,5.10619895602446
"1997","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1998","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1999","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2000","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2001","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2002","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2003","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2004","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2005","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2006","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2007","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2008","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2009","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2010","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2011","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2012","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2013","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2014","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2015","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2016","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"2017","NKS","Nooksack Spring Yearling","streamtype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_streamtype","offshore","salish",NA,NA
"1971","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",NA,NA
"1972","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",NA,NA
"1973","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",NA,NA
"1974","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",NA,NA
"1975","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",NA,NA
"1976","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",NA,NA
"1977","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",NA,NA
"1978","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",NA,NA
"1979","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.2397969,1.42796296391182
"1980","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.1304034,2.03712255620986
"1981","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.1426159,1.94760027651642
"1982","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.1626933,1.81588844569112
"1983","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.08272023,2.49229108776167
"1984","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.1134008,2.17682683303965
"1985","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.05819445,2.84396528961662
"1986","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.1387975,1.97473924259902
"1987","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.1010529,2.29211113688028
"1988","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.03526884,3.34475542441595
"1989","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.05129559,2.97015049541289
"1990","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.06409661,2.74736380256948
"1991","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.09745423,2.3283724470953
"1992","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.02691056,3.61523650435208
"1993","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.02305309,3.7699554621251
"1994","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.04392825,3.12519765789082
"1995","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.02811319,3.57151641775602
"1996","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.06020145,2.8100588405787
"1997","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.02563627,3.66374713333133
"1998","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.02792009,3.57840877759746
"1999","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.06033922,2.8077729720832
"2000","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.04086613,3.19745367637139
"2001","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.0215405,3.83782039489563
"2002","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.04160955,3.17942557075377
"2003","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.02608514,3.64638947545299
"2004","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.01396698,4.27105930660626
